product_id,date,sales,price,rating,trend_index,competitor_launch
Product_2 (Category_2),2022-09-30,578.59,278.97,3.06,1.05,0
Product_2 (Category_2),2022-10-31,539.38,457.74,4.21,0.97,0
Product_2 (Category_2),2022-11-30,545.62,153.58,4.2,1.0,0
Product_2 (Category_2),2022-12-31,457.55,447.57,3.88,1.1,1
Product_2 (Category_2),2023-01-31,578.2,491.15,4.77,0.83,0
Product_2 (Category_2),2023-02-28,527.53,217.71,3.13,0.96,0
Product_2 (Category_2),2023-03-31,523.21,164.37,4.69,0.92,0
Product_2 (Category_2),2023-04-30,603.69,298.77,3.64,0.92,0
Product_2 (Category_2),2023-05-31,604.39,52.33,4.1,1.05,0
Product_2 (Category_2),2023-06-30,641.47,448.98,3.94,0.81,0
Product_2 (Category_2),2023-07-31,645.76,119.77,4.6,1.19,0
Product_2 (Category_2),2023-08-31,704.54,196.99,3.06,1.13,0
Product_2 (Category_2),2023-09-30,729.48,137.47,3.92,0.96,0
Product_2 (Category_2),2023-10-31,641.02,384.82,3.0,0.9,0
Product_2 (Category_2),2023-11-30,711.35,76.19,3.66,1.17,0
Product_2 (Category_2),2023-12-31,635.94,282.51,4.29,1.06,0
Product_3 (Category_3),2022-01-31,267.88,94.03,4.94,1.0,0
Product_3 (Category_3),2022-02-28,243.7,327.13,3.35,1.05,0
Product_3 (Category_3),2022-03-31,329.23,435.42,5.0,1.06,0
Product_3 (Category_3),2022-04-30,336.87,313.6,4.03,1.18,0
Product_3 (Category_3),2022-05-31,329.02,295.53,5.0,1.18,0
Product_3 (Category_3),2022-06-30,325.86,193.54,4.1,1.14,0
Product_3 (Category_3),2022-07-31,304.47,363.53,3.82,1.05,0
Product_3 (Category_3),2022-08-31,279.62,129.85,4.44,1.1,0
Product_3 (Category_3),2022-09-30,217.12,399.39,3.39,0.94,1
Product_3 (Category_3),2022-10-31,291.16,389.54,3.78,0.84,1
Product_3 (Category_3),2022-11-30,208.72,452.99,4.47,0.96,0
Product_3 (Category_3),2022-12-31,205.6,477.53,3.69,1.18,0
Product_3 (Category_3),2023-01-31,160.63,197.9,3.78,1.07,0
Product_3 (Category_3),2023-02-28,205.42,297.29,4.0,0.98,0
Product_3 (Category_3),2023-03-31,266.29,95.51,4.68,0.83,0
Product_3 (Category_3),2023-04-30,292.15,86.61,4.44,0.83,1
Product_3 (Category_3),2023-05-31,339.08,476.26,3.76,1.19,0
Product_3 (Category_3),2023-06-30,270.1,457.86,4.79,0.84,0
Product_3 (Category_3),2023-07-31,358.72,385.72,3.59,1.03,1
Product_3 (Category_3),2023-08-31,378.09,150.62,3.8,1.19,0
Product_3 (Category_3),2023-09-30,360.89,83.21,4.01,1.02,1
Product_3 (Category_3),2023-10-31,383.56,254.54,4.48,1.05,0
Product_3 (Category_3),2023-11-30,383.11,174.82,3.6,0.88,0
Product_3 (Category_3),2023-12-31,267.41,488.48,4.08,1.19,0
Product_4 (Category_4),2022-01-31,656.32,311.52,4.32,1.17,0
Product_4 (Category_4),2022-02-28,644.02,235.06,4.09,1.11,0
Product_4 (Category_4),2022-03-31,739.95,226.85,3.66,1.13,0
Product_4 (Category_4),2022-04-30,721.04,387.46,4.96,1.17,0
Product_4 (Category_4),2022-05-31,695.95,158.49,4.68,0.88,0
Product_4 (Category_4),2022-06-30,755.96,390.65,3.87,0.82,0
Product_4 (Category_4),2022-07-31,739.64,188.5,3.95,1.13,1
Product_4 (Category_4),2022-08-31,698.29,266.02,4.67,0.97,0
Product_4 (Category_4),2022-09-30,674.34,323.64,4.02,1.05,0
Product_4 (Category_4),2022-10-31,662.49,252.91,4.86,1.16,0
Product_4 (Category_4),2022-11-30,668.32,256.71,4.32,1.14,0
Product_4 (Category_4),2022-12-31,637.17,206.34,3.76,0.88,0
Product_4 (Category_4),2023-01-31,569.93,313.14,5.0,0.96,0
Product_4 (Category_4),2023-02-28,622.23,443.44,4.84,1.01,1
Product_4 (Category_4),2023-03-31,679.41,205.29,3.74,0.94,0
Product_4 (Category_4),2023-04-30,616.8,452.4,4.26,0.85,0
Product_4 (Category_4),2023-05-31,701.26,359.5,3.55,1.0,0
Product_4 (Category_4),2023-06-30,727.14,493.82,3.61,1.01,1
Product_4 (Category_4),2023-07-31,741.63,374.23,4.8,0.82,0
Product_4 (Category_4),2023-08-31,768.99,387.33,4.24,0.81,0
Product_4 (Category_4),2023-09-30,716.04,381.83,3.89,0.87,0
Product_4 (Category_4),2023-10-31,736.13,154.95,3.56,0.94,0
Product_4 (Category_4),2023-11-30,710.82,312.89,5.0,1.09,0
Product_4 (Category_4),2023-12-31,642.26,201.85,4.53,1.16,0
Product_5 (Category_0),2022-01-31,507.81,432.87,2.86,0.84,0
Product_5 (Category_0),2022-02-28,563.51,52.39,4.07,1.19,0
Product_5 (Category_0),2022-03-31,578.72,290.77,4.42,0.99,0
Product_5 (Category_0),2022-04-30,596.81,288.43,3.59,1.08,0
Product_5 (Category_0),2022-05-31,608.27,194.29,4.01,1.04,0
Product_5 (Category_0),2022-06-30,644.41,140.78,4.99,1.07,0
Product_5 (Category_0),2022-07-31,647.7,407.43,3.7,0.84,0
Product_5 (Category_0),2022-08-31,582.6,495.92,3.93,0.88,0
Product_5 (Category_0),2022-09-30,563.22,387.73,4.25,1.12,0
Product_5 (Category_0),2022-10-31,550.37,458.54,3.35,0.93,0
Product_5 (Category_0),2022-11-30,573.34,454.85,3.8,1.05,0
Product_5 (Category_0),2022-12-31,460.78,226.17,4.5,1.01,0
Product_5 (Category_0),2023-01-31,452.8,199.77,4.72,1.09,0
Product_5 (Category_0),2023-02-28,534.38,383.66,4.53,1.03,1
Product_5 (Category_0),2023-03-31,584.2,114.41,4.36,0.88,0
Product_5 (Category_0),2023-04-30,567.71,291.42,4.13,0.95,0
Product_5 (Category_0),2023-05-31,839.69,268.86,4.09,0.96,0
Product_5 (Category_0),2023-06-30,680.71,319.56,4.26,1.13,1
Product_5 (Category_0),2023-07-31,635.53,179.57,3.27,1.05,1
Product_5 (Category_0),2023-08-31,650.25,376.74,3.78,1.04,0
Product_5 (Category_0),2023-09-30,696.45,218.5,4.34,0.83,0
Product_5 (Category_0),2023-10-31,644.29,124.48,3.76,0.87,0
Product_5 (Category_0),2023-11-30,610.11,323.55,3.64,0.95,0
Product_5 (Category_0),2023-12-31,640.16,101.42,4.66,0.97,0
Product_6 (Category_1),2022-01-31,395.7,460.74,4.04,0.9,0
Product_6 (Category_1),2022-02-28,401.6,149.04,4.45,0.89,0
Product_6 (Category_1),2022-03-31,503.23,437.28,3.19,1.01,0
Product_6 (Category_1),2022-04-30,416.22,242.06,3.19,1.12,0
Product_6 (Category_1),2022-05-31,401.14,426.45,4.73,1.03,0
Product_6 (Category_1),2022-06-30,512.9,266.49,4.97,1.0,0
Product_6 (Category_1),2022-07-31,413.54,388.96,3.89,0.91,0
Product_6 (Category_1),2022-08-31,454.04,164.25,2.91,0.88,0
Product_6 (Category_1),2022-09-30,426.94,449.36,3.06,1.02,0
Product_6 (Category_1),2022-10-31,388.96,413.08,4.03,1.19,1
Product_6 (Category_1),2022-11-30,326.87,89.12,3.55,1.05,0
Product_6 (Category_1),2022-12-31,412.67,459.78,4.48,1.05,0
Product_6 (Category_1),2023-01-31,361.57,423.79,3.95,0.94,0
Product_6 (Category_1),2023-02-28,366.09,488.55,4.24,1.11,0
Product_6 (Category_1),2023-03-31,387.02,131.95,4.17,0.99,0
Product_6 (Category_1),2023-04-30,377.39,148.11,4.81,1.06,0
Product_6 (Category_1),2023-05-31,424.57,357.43,4.31,1.13,0
Product_6 (Category_1),2023-06-30,405.67,232.36,4.0,1.0,0
Product_6 (Category_1),2023-07-31,424.79,169.92,3.68,1.09,0
Product_6 (Category_1),2023-08-31,524.1,427.15,3.89,0.96,0
Product_6 (Category_1),2023-09-30,450.24,132.97,3.94,0.84,0
Product_6 (Category_1),2023-10-31,424.54,461.98,4.6,1.09,0
Product_6 (Category_1),2023-11-30,434.72,110.75,3.94,0.99,0
Product_6 (Category_1),2023-12-31,413.1,430.88,3.86,1.18,0
Product_7 (Category_2),2022-01-31,617.62,367.22,3.11,1.04,0
Product_7 (Category_2),2022-02-28,672.49,413.34,3.67,1.18,0
Product_7 (Category_2),2022-03-31,682.31,481.18,4.02,1.1,0
Product_7 (Category_2),2022-04-30,749.02,491.26,4.68,1.16,0
Product_7 (Category_2),2022-05-31,729.4,69.87,3.81,1.04,1
Product_7 (Category_2),2022-06-30,652.44,104.24,3.86,1.09,0
Product_7 (Category_2),2022-07-31,724.16,385.28,3.82,0.82,0
Product_7 (Category_2),2022-08-31,686.72,214.11,4.65,1.02,0
Product_7 (Category_2),2022-09-30,529.12,232.02,4.65,1.03,0
Product_7 (Category_2),2022-10-31,602.7,284.08,4.42,0.97,0
Product_7 (Category_2),2022-11-30,542.18,50.11,3.99,0.87,0
Product_7 (Category_2),2022-12-31,514.92,311.34,3.72,0.91,0
Product_7 (Category_2),2023-01-31,520.33,379.52,2.96,0.8,0
Product_7 (Category_2),2023-02-28,248.97,315.1,4.37,0.91,1
Product_7 (Category_2),2023-03-31,517.52,480.39,3.86,1.12,0
Product_7 (Category_2),2023-04-30,602.41,495.13,4.1,1.1,0
Product_7 (Category_2),2023-05-31,596.59,423.79,4.3,0.85,0
Product_7 (Category_2),2023-06-30,654.24,333.4,4.25,0.89,0
Product_7 (Category_2),2023-07-31,608.9,281.86,4.09,1.0,1
Product_7 (Category_2),2023-08-31,733.11,386.54,3.67,0.81,0
Product_7 (Category_2),2023-09-30,589.64,172.83,3.56,0.99,0
Product_7 (Category_2),2023-10-31,631.55,469.22,3.91,1.09,0
Product_7 (Category_2),2023-11-30,600.47,482.95,3.68,0.84,0
Product_7 (Category_2),2023-12-31,585.74,307.09,4.02,1.06,0
Product_8 (Category_3),2022-01-31,476.65,120.8,4.27,0.86,0
Product_8 (Category_3),2022-02-28,479.08,446.74,4.3,1.18,0
Product_8 (Category_3),2022-03-31,530.23,50.5,3.92,1.02,0
Product_8 (Category_3),2022-04-30,554.74,102.13,3.05,0.95,0
Product_8 (Category_3),2022-05-31,529.33,58.29,3.66,0.97,0
Product_8 (Category_3),2022-06-30,557.39,404.96,3.65,0.87,0
Product_8 (Category_3),2022-07-31,549.41,368.86,3.7,0.99,0
Product_8 (Category_3),2022-08-31,507.16,341.41,4.96,1.04,0
Product_8 (Category_3),2022-09-30,499.64,418.45,4.56,0.9,0
Product_8 (Category_3),2022-10-31,522.68,95.99,3.98,1.14,0
Product_8 (Category_3),2022-11-30,519.84,397.77,3.75,0.89,0
Product_8 (Category_3),2022-12-31,505.37,435.81,4.12,1.19,0
Product_8 (Category_3),2023-01-31,462.73,375.99,3.41,1.1,0
Product_8 (Category_3),2023-02-28,521.25,262.19,4.86,1.02,0
Product_8 (Category_3),2023-03-31,570.06,58.04,2.76,1.12,0
Product_8 (Category_3),2023-04-30,588.76,161.39,4.75,1.02,0
Product_8 (Category_3),2023-05-31,519.04,315.62,4.58,0.97,1
Product_8 (Category_3),2023-06-30,635.23,228.0,3.81,1.19,0
Product_8 (Category_3),2023-07-31,597.63,387.12,4.23,0.86,0
Product_8 (Category_3),2023-08-31,597.43,144.66,3.81,0.94,0
Product_8 (Category_3),2023-09-30,601.41,447.14,3.61,0.83,0
Product_8 (Category_3),2023-10-31,614.25,419.65,3.51,0.82,0
Product_8 (Category_3),2023-11-30,637.49,325.82,4.69,0.92,1
Product_8 (Category_3),2023-12-31,613.04,325.52,4.28,0.99,0
Product_9 (Category_4),2022-01-31,571.61,123.8,3.99,0.98,0
Product_9 (Category_4),2022-02-28,601.15,327.08,5.0,0.93,0
Product_9 (Category_4),2022-03-31,622.65,69.65,4.52,0.86,0
Product_9 (Category_4),2022-04-30,656.1,271.97,3.0,0.83,0
Product_9 (Category_4),2022-05-31,606.25,428.2,3.81,0.87,1
Product_9 (Category_4),2022-06-30,656.33,380.91,4.52,1.11,0
Product_9 (Category_4),2022-07-31,714.24,63.23,4.21,0.96,0
Product_9 (Category_4),2022-08-31,641.35,496.46,4.57,0.91,0
Product_9 (Category_4),2022-09-30,645.65,156.11,3.94,1.11,0
Product_9 (Category_4),2022-10-31,552.61,280.68,4.72,0.97,0
Product_9 (Category_4),2022-11-30,577.97,316.81,3.58,1.03,0
Product_9 (Category_4),2022-12-31,540.09,229.57,4.54,1.14,0
Product_9 (Category_4),2023-01-31,534.46,156.66,4.77,0.89,0
Product_9 (Category_4),2023-02-28,575.75,351.23,3.02,0.86,0
Product_9 (Category_4),2023-03-31,571.15,322.49,3.24,0.94,0
Product_9 (Category_4),2023-04-30,1097.28,438.9,4.9,1.02,0
Product_9 (Category_4),2023-05-31,642.26,73.26,3.77,1.06,0
Product_9 (Category_4),2023-06-30,567.19,228.82,4.39,0.99,0
Product_9 (Category_4),2023-07-31,688.1,164.4,4.2,1.01,0
Product_9 (Category_4),2023-08-31,672.2,134.76,4.25,1.09,0
Product_9 (Category_4),2023-09-30,691.78,159.87,3.99,1.13,0
Product_9 (Category_4),2023-10-31,694.47,463.41,3.87,1.04,1
Product_9 (Category_4),2023-11-30,701.91,206.86,4.91,0.86,0
Product_9 (Category_4),2023-12-31,651.94,179.91,4.1,0.84,0
Product_10 (Category_0),2022-01-31,164.52,418.03,4.69,0.85,0
Product_10 (Category_0),2022-02-28,195.49,362.96,3.18,0.96,0
Product_10 (Category_0),2022-03-31,208.75,82.94,3.7,1.04,0
Product_10 (Category_0),2022-04-30,154.19,438.5,3.66,1.01,0
Product_10 (Category_0),2022-05-31,220.55,311.08,3.18,1.01,0
Product_10 (Category_0),2022-06-30,355.49,479.99,4.43,0.81,0
Product_10 (Category_0),2022-07-31,249.09,467.17,4.2,0.82,1
Product_10 (Category_0),2022-08-31,247.17,165.55,3.52,0.91,0
Product_10 (Category_0),2022-09-30,180.91,324.65,4.2,1.09,0
Product_10 (Category_0),2022-10-31,225.05,356.5,3.92,0.87,0
Product_10 (Category_0),2022-11-30,227.46,165.45,3.53,1.19,0
Product_10 (Category_0),2022-12-31,203.16,334.92,4.03,1.18,0
Product_10 (Category_0),2023-01-31,215.09,145.42,4.2,1.04,0
Product_10 (Category_0),2023-02-28,223.62,156.59,4.38,1.11,0
Product_10 (Category_0),2023-03-31,299.06,92.99,3.59,1.05,0
Product_10 (Category_0),2023-04-30,348.01,438.26,3.63,0.89,0
Product_10 (Category_0),2023-05-31,304.81,154.38,5.0,0.96,0
Product_10 (Category_0),2023-06-30,266.42,242.69,4.82,1.09,0
Product_10 (Category_0),2023-07-31,318.89,173.37,4.81,0.83,0
Product_10 (Category_0),2023-08-31,290.97,152.0,3.49,0.94,0
Product_10 (Category_0),2023-09-30,316.74,446.04,3.22,1.06,0
Product_10 (Category_0),2023-10-31,342.86,497.36,3.4,1.06,0
Product_10 (Category_0),2023-11-30,277.32,303.03,3.97,1.18,0
Product_10 (Category_0),2023-12-31,293.89,93.5,3.29,0.98,0
Product_11 (Category_1),2022-01-31,681.23,496.62,3.84,1.17,0
Product_11 (Category_1),2022-02-28,804.58,90.11,4.2,1.1,0
Product_11 (Category_1),2022-03-31,774.48,66.27,4.48,0.92,0
Product_11 (Category_1),2022-04-30,711.3,228.64,4.25,0.98,0
Product_11 (Category_1),2022-05-31,772.81,496.47,4.42,1.14,0
Product_11 (Category_1),2022-06-30,775.1,221.28,3.95,1.15,0
Product_11 (Category_1),2022-07-31,746.09,86.41,4.5,0.96,0
Product_11 (Category_1),2022-08-31,756.08,338.44,4.0,1.13,0
Product_11 (Category_1),2022-09-30,741.7,322.81,4.41,1.11,0
Product_11 (Category_1),2022-10-31,698.67,215.39,3.85,0.83,0
Product_11 (Category_1),2022-11-30,724.1,484.62,4.26,0.97,0
Product_11 (Category_1),2022-12-31,691.69,338.37,3.93,0.89,0
Product_11 (Category_1),2023-01-31,717.74,76.17,4.75,1.2,0
Product_11 (Category_1),2023-02-28,716.82,361.47,3.85,0.82,0
Product_11 (Category_1),2023-03-31,765.09,187.81,4.6,1.05,0
Product_11 (Category_1),2023-04-30,731.35,215.49,3.89,0.97,0
Product_11 (Category_1),2023-05-31,776.38,58.64,2.7,0.9,0
Product_11 (Category_1),2023-06-30,768.76,55.45,4.09,0.9,1
Product_11 (Category_1),2023-07-31,827.72,99.38,4.29,1.02,0
Product_11 (Category_1),2023-08-31,836.25,117.52,3.53,0.93,0
Product_11 (Category_1),2023-09-30,797.85,256.75,3.19,1.11,0
Product_11 (Category_1),2023-10-31,814.33,359.66,4.52,0.98,0
Product_11 (Category_1),2023-11-30,889.43,346.71,3.7,1.16,0
Product_11 (Category_1),2023-12-31,813.21,117.58,3.62,1.09,0
Product_12 (Category_2),2022-01-31,431.79,97.42,4.29,0.81,0
Product_12 (Category_2),2022-02-28,426.62,486.84,3.99,1.18,0
Product_12 (Category_2),2022-03-31,473.33,423.74,2.9,0.83,0
Product_12 (Category_2),2022-04-30,473.42,402.12,4.02,0.89,1
Product_12 (Category_2),2022-05-31,437.91,481.92,3.94,0.99,0
Product_12 (Category_2),2022-06-30,431.1,101.28,3.47,0.99,1
Product_12 (Category_2),2022-07-31,381.01,69.68,4.18,0.84,0
Product_12 (Category_2),2022-08-31,412.47,224.89,2.94,0.87,0
Product_12 (Category_2),2022-09-30,355.96,55.72,5.0,1.2,0
Product_12 (Category_2),2022-10-31,318.92,294.81,4.27,1.05,0
Product_12 (Category_2),2022-11-30,318.0,131.27,4.8,0.82,0
Product_12 (Category_2),2022-12-31,301.46,377.58,3.14,0.84,0
Product_12 (Category_2),2023-01-31,288.07,117.8,4.27,0.94,0
Product_12 (Category_2),2023-02-28,314.17,97.67,4.72,0.86,0
Product_12 (Category_2),2023-03-31,303.3,122.38,4.51,1.02,0
Product_12 (Category_2),2023-04-30,317.62,137.28,4.31,1.15,0
Product_12 (Category_2),2023-05-31,372.07,326.74,4.29,1.08,0
Product_12 (Category_2),2023-06-30,403.45,427.98,4.04,1.13,0
Product_12 (Category_2),2023-07-31,402.53,390.32,4.56,1.14,0
Product_12 (Category_2),2023-08-31,373.34,339.51,3.53,1.11,0
Product_12 (Category_2),2023-09-30,362.56,224.45,3.79,0.96,0
Product_12 (Category_2),2023-10-31,340.99,151.45,4.15,1.08,0
Product_12 (Category_2),2023-11-30,380.54,60.32,4.78,0.93,0
Product_12 (Category_2),2023-12-31,335.53,491.89,4.42,0.88,0
Product_13 (Category_3),2022-01-31,529.85,78.14,3.34,1.12,0
Product_13 (Category_3),2022-02-28,550.39,336.9,3.73,1.0,0
Product_13 (Category_3),2022-03-31,608.76,490.84,3.31,0.87,0
Product_13 (Category_3),2022-04-30,663.97,468.33,4.37,1.11,0
Product_13 (Category_3),2022-05-31,598.45,257.78,3.35,0.99,0
Product_13 (Category_3),2022-06-30,633.39,72.43,4.71,1.16,1
Product_13 (Category_3),2022-07-31,413.81,229.48,3.83,1.17,0
Product_13 (Category_3),2022-08-31,528.32,404.21,3.52,1.19,0
Product_13 (Category_3),2022-09-30,510.77,120.37,4.36,1.14,0
Product_13 (Category_3),2022-10-31,436.65,191.84,4.39,1.11,0
Product_13 (Category_3),2022-11-30,481.9,107.59,4.84,1.15,0
Product_13 (Category_3),2022-12-31,473.92,272.52,4.63,1.19,0
Product_13 (Category_3),2023-01-31,439.21,188.91,3.47,1.18,1
Product_13 (Category_3),2023-02-28,441.52,357.69,3.92,1.02,1
Product_13 (Category_3),2023-03-31,516.86,406.26,2.86,1.02,0
Product_13 (Category_3),2023-04-30,506.05,113.43,4.58,1.07,0
Product_13 (Category_3),2023-05-31,537.78,387.18,4.56,0.92,0
Product_13 (Category_3),2023-06-30,568.66,407.3,3.99,1.0,0
Product_13 (Category_3),2023-07-31,631.26,389.35,4.14,0.81,0
Product_13 (Category_3),2023-08-31,575.26,475.99,3.66,1.02,0
Product_13 (Category_3),2023-09-30,557.73,204.65,4.06,0.91,0
Product_13 (Category_3),2023-10-31,542.9,228.82,2.94,0.84,0
Product_13 (Category_3),2023-11-30,578.8,174.4,3.65,0.92,0
Product_13 (Category_3),2023-12-31,510.94,251.42,4.48,1.02,0
Product_14 (Category_4),2022-01-31,534.31,65.02,4.09,0.95,0
Product_14 (Category_4),2022-02-28,515.58,485.49,3.69,1.14,0
Product_14 (Category_4),2022-03-31,477.33,376.33,3.98,0.93,1
Product_14 (Category_4),2022-04-30,499.65,359.09,4.18,0.84,0
Product_14 (Category_4),2022-05-31,517.03,488.06,3.37,0.93,0
Product_14 (Category_4),2022-06-30,538.82,494.63,3.79,1.16,0
Product_14 (Category_4),2022-07-31,541.17,445.92,3.72,1.01,0
Product_14 (Category_4),2022-08-31,509.03,239.05,3.77,1.16,0
Product_14 (Category_4),2022-09-30,447.48,309.76,5.0,1.1,0
Product_14 (Category_4),2022-10-31,448.42,191.71,4.15,0.8,0
Product_14 (Category_4),2022-11-30,475.55,146.99,3.81,0.94,0
Product_14 (Category_4),2022-12-31,487.66,456.62,3.74,0.89,0
Product_14 (Category_4),2023-01-31,456.36,443.4,4.37,0.8,0
Product_14 (Category_4),2023-02-28,422.02,221.73,3.71,0.85,0
Product_14 (Category_4),2023-03-31,471.62,239.65,3.99,0.81,1
Product_14 (Category_4),2023-04-30,525.77,427.76,4.44,1.19,0
Product_14 (Category_4),2023-05-31,554.55,335.79,5.0,0.98,0
Product_14 (Category_4),2023-06-30,559.16,70.76,3.89,1.03,0
Product_14 (Category_4),2023-07-31,601.55,79.02,4.76,1.15,0
Product_14 (Category_4),2023-08-31,609.1,427.17,5.0,0.91,0
Product_14 (Category_4),2023-09-30,603.63,346.47,4.7,0.9,0
Product_14 (Category_4),2023-10-31,589.98,64.69,4.85,1.15,0
Product_14 (Category_4),2023-11-30,535.27,203.37,3.95,0.87,0
Product_14 (Category_4),2023-12-31,592.32,337.82,3.86,1.07,0
Product_15 (Category_0),2022-01-31,268.77,492.73,3.13,0.91,0
Product_15 (Category_0),2022-02-28,332.94,157.49,4.1,0.99,0
Product_15 (Category_0),2022-03-31,320.0,251.36,5.0,0.99,0
Product_15 (Category_0),2022-04-30,363.66,178.21,4.14,0.99,0
Product_15 (Category_0),2022-05-31,344.05,175.02,3.94,1.13,0
Product_15 (Category_0),2022-06-30,371.82,308.65,4.04,0.81,0
Product_15 (Category_0),2022-07-31,372.32,447.02,3.65,1.07,0
Product_15 (Category_0),2022-08-31,452.31,479.31,3.51,1.09,0
Product_15 (Category_0),2022-09-30,251.13,349.38,4.29,1.12,0
Product_15 (Category_0),2022-10-31,263.69,455.14,5.0,0.96,0
Product_15 (Category_0),2022-11-30,257.79,340.9,3.47,1.16,0
Product_15 (Category_0),2022-12-31,181.38,337.04,3.84,1.1,0
Product_15 (Category_0),2023-01-31,199.81,251.98,4.95,0.83,0
Product_15 (Category_0),2023-02-28,186.85,259.97,4.31,1.13,0
Product_15 (Category_0),2023-03-31,220.23,84.93,4.54,1.02,0
Product_15 (Category_0),2023-04-30,244.72,252.56,3.34,1.03,0
Product_15 (Category_0),2023-05-31,287.79,226.84,3.96,1.01,0
Product_15 (Category_0),2023-06-30,314.42,392.86,4.06,1.18,0
Product_15 (Category_0),2023-07-31,386.46,318.19,3.75,0.84,0
Product_15 (Category_0),2023-08-31,365.61,301.86,4.58,0.84,0
Product_15 (Category_0),2023-09-30,319.18,94.69,4.05,0.88,1
Product_15 (Category_0),2023-10-31,286.31,116.18,3.55,1.0,0
Product_15 (Category_0),2023-11-30,264.04,263.3,3.27,0.98,1
Product_15 (Category_0),2023-12-31,278.22,118.21,3.61,0.81,1
Product_16 (Category_1),2022-01-31,229.96,161.11,4.06,1.14,0
Product_16 (Category_1),2022-02-28,265.83,278.35,4.28,1.07,0
Product_16 (Category_1),2022-03-31,273.53,312.34,4.08,1.2,0
Product_16 (Category_1),2022-04-30,340.63,380.56,3.67,0.92,0
Product_16 (Category_1),2022-05-31,373.57,116.59,3.86,1.14,0
Product_16 (Category_1),2022-06-30,452.34,319.6,3.49,0.94,0
Product_16 (Category_1),2022-07-31,269.81,356.34,4.04,0.99,0
Product_16 (Category_1),2022-08-31,262.7,92.15,4.33,1.1,0
Product_16 (Category_1),2022-09-30,328.71,303.22,3.38,0.98,0
Product_16 (Category_1),2022-10-31,242.42,452.5,3.58,0.98,0
Product_16 (Category_1),2022-11-30,272.58,264.42,4.19,1.2,0
Product_16 (Category_1),2022-12-31,132.68,190.35,3.6,0.9,0
Product_16 (Category_1),2023-01-31,181.6,393.17,3.57,1.17,0
Product_16 (Category_1),2023-02-28,234.68,340.01,4.23,1.13,0
Product_16 (Category_1),2023-03-31,227.66,495.75,4.07,0.88,1
Product_16 (Category_1),2023-04-30,243.14,81.06,3.28,0.8,1
Product_16 (Category_1),2023-05-31,236.43,365.02,4.07,0.84,0
Product_16 (Category_1),2023-06-30,280.97,61.02,3.44,0.92,0
Product_16 (Category_1),2023-07-31,317.88,52.74,4.34,0.84,0
Product_16 (Category_1),2023-08-31,266.04,115.34,3.19,1.08,0
Product_16 (Category_1),2023-09-30,299.04,181.63,4.51,0.86,0
Product_16 (Category_1),2023-10-31,250.23,148.67,4.6,0.81,0
Product_16 (Category_1),2023-11-30,197.95,373.91,4.29,1.15,0
Product_16 (Category_1),2023-12-31,250.02,286.83,4.41,0.99,0
Product_17 (Category_2),2022-01-31,232.77,172.13,3.75,1.0,0
Product_17 (Category_2),2022-02-28,215.07,386.89,4.08,0.93,0
Product_17 (Category_2),2022-03-31,229.24,427.7,4.08,0.8,0
