product_id,date,sales,price,rating,trend_index,competitor_launch
CyberShot 615 (Camera),2023-03-01,325,2321.73,3.94,67.42,0
CyberShot 615 (Camera),2023-04-01,338,2300.22,3.88,46.41,0
CyberShot 615 (Camera),2023-05-01,325,2288.39,3.94,58.0,0
CyberShot 615 (Camera),2023-06-01,331,2353.21,3.72,50.84,0
CyberShot 615 (Camera),2023-07-01,311,2312.77,4.09,58.91,0
CyberShot 615 (Camera),2023-08-01,287,2295.32,4.08,52.05,0
CyberShot 615 (Camera),2023-09-01,293,2099.67,3.88,41.4,0
CyberShot 615 (Camera),2023-10-01,270,2329.75,3.83,44.54,0
CyberShot 615 (Camera),2023-11-01,277,2254.61,3.73,43.32,0
CyberShot 615 (Camera),2023-12-01,280,2270.08,3.86,41.81,1
CyberShot 615 (Camera),2024-01-01,242,2270.55,3.66,48.87,0
CyberShot 615 (Camera),2024-02-01,255,2301.21,3.42,33.5,0
CyberShot 615 (Camera),2024-03-01,228,2324.71,3.33,44.78,0
CyberShot 615 (Camera),2024-04-01,235,2291.79,3.61,34.0,0
CyberShot 615 (Camera),2024-05-01,236,2281.07,3.74,36.05,0
CyberShot 615 (Camera),2024-06-01,182,2264.62,3.75,33.35,1
CyberShot 615 (Camera),2024-07-01,188,2022.87,3.62,31.05,0
CyberShot 615 (Camera),2024-08-01,190,2229.6,3.7,29.47,0
CyberShot 615 (Camera),2024-09-01,192,2185.47,3.63,38.13,0
CyberShot 615 (Camera),2024-10-01,176,2330.69,3.51,32.19,0
CyberShot 615 (Camera),2024-11-01,169,2290.77,3.64,22.12,0
CyberShot 615 (Camera),2024-12-01,191,2218.09,3.75,34.1,0
CyberShot 615 (Camera),2025-01-01,133,2224.86,3.48,23.3,0
CyberShot 615 (Camera),2025-02-01,160,2222.42,3.47,22.24,0
CyberShot 615 (Camera),2025-03-01,128,2221.21,3.44,12.24,0
CyberShot 615 (Camera),2025-04-01,133,2151.54,3.29,12.98,0
CyberShot 615 (Camera),2025-05-01,148,2136.91,3.5,10.01,0
CyberShot 615 (Camera),2025-06-01,117,2250.96,3.67,13.79,0
CyberShot 615 (Camera),2025-07-01,104,2321.55,3.57,16.02,0
CyberShot 615 (Camera),2025-08-01,113,2212.72,3.51,12.48,0
CyberShot 615 (Camera),2025-09-01,97,2269.47,3.54,19.39,0
CyberShot 615 (Camera),2025-10-01,59,2298.54,3.44,0.42,0
CyberShot 615 (Camera),2025-11-01,67,2181.98,3.21,5.8,0
Tour 331 (Headphone),2021-01-01,35,1652.86,4.28,100.0,0
Tour 331 (Headphone),2021-02-01,70,1515.12,4.39,96.48,0
Tour 331 (Headphone),2021-03-01,108,1530.24,4.16,90.49,0
Tour 331 (Headphone),2021-04-01,75,1586.08,4.31,80.02,0
Tour 331 (Headphone),2021-05-01,105,1570.42,4.39,88.41,0
Tour 331 (Headphone),2021-06-01,140,1578.43,4.34,90.33,0
Tour 331 (Headphone),2021-07-01,132,1584.92,4.37,83.26,0
Tour 331 (Headphone),2021-08-01,154,1591.74,4.23,87.62,0
Tour 331 (Headphone),2021-09-01,145,1614.0,4.11,87.43,0
Tour 331 (Headphone),2021-10-01,181,1581.2,3.85,83.68,0
Tour 331 (Headphone),2021-11-01,186,1550.69,4.04,79.07,0
Tour 331 (Headphone),2021-12-01,217,1593.52,3.94,83.16,1
Tour 331 (Headphone),2022-01-01,234,1651.03,4.38,83.44,0
Tour 331 (Headphone),2022-02-01,269,1555.78,4.02,71.07,0
Tour 331 (Headphone),2022-03-01,253,1516.33,4.05,86.95,0
Tour 331 (Headphone),2022-04-01,263,1613.88,4.1,74.74,0
Tour 331 (Headphone),2022-05-01,275,1556.36,4.01,73.93,0
Tour 331 (Headphone),2022-06-01,280,1460.19,4.25,77.11,0
Tour 331 (Headphone),2022-07-01,305,1601.71,3.89,72.15,0
Tour 331 (Headphone),2022-08-01,295,1536.91,4.0,75.55,0
Tour 331 (Headphone),2022-09-01,306,1557.76,3.85,69.25,0
Tour 331 (Headphone),2022-10-01,327,1577.56,3.75,61.32,0
Tour 331 (Headphone),2022-11-01,296,1570.93,3.84,66.5,0
Tour 331 (Headphone),2022-12-01,332,1595.24,3.92,54.32,0
Tour 331 (Headphone),2023-01-01,338,1541.59,3.85,61.45,0
Tour 331 (Headphone),2023-02-01,320,1586.04,3.79,58.82,0
Tour 331 (Headphone),2023-03-01,294,1549.84,3.68,55.96,0
Tour 331 (Headphone),2023-04-01,320,1596.62,3.86,54.88,0
Tour 331 (Headphone),2023-05-01,349,1590.84,3.64,40.96,0
Tour 331 (Headphone),2023-06-01,320,1518.17,3.96,48.66,0
Tour 331 (Headphone),2023-07-01,297,1612.89,3.85,51.51,0
Tour 331 (Headphone),2023-08-01,295,1536.88,3.61,50.34,0
Tour 331 (Headphone),2023-09-01,306,1599.87,3.77,40.39,0
Tour 331 (Headphone),2023-10-01,293,1579.21,3.69,54.81,0
Tour 331 (Headphone),2023-11-01,272,1648.14,3.84,38.25,0
Tour 331 (Headphone),2023-12-01,261,1551.53,3.98,49.46,0
Tour 331 (Headphone),2024-01-01,252,1545.63,3.48,44.02,0
Tour 331 (Headphone),2024-02-01,235,1561.09,3.77,34.87,0
Tour 331 (Headphone),2024-03-01,264,1547.79,3.72,50.19,0
Tour 331 (Headphone),2024-04-01,226,1599.49,3.83,27.77,0
Tour 331 (Headphone),2024-05-01,240,1486.26,3.75,40.92,0
Tour 331 (Headphone),2024-06-01,236,1512.62,3.59,39.85,0
Tour 331 (Headphone),2024-07-01,219,1511.96,3.65,26.51,0
Tour 331 (Headphone),2024-08-01,189,1606.53,3.56,39.32,1
Tour 331 (Headphone),2024-09-01,192,1642.16,3.83,26.18,1
Tour 331 (Headphone),2024-10-01,177,1557.11,3.66,28.31,0
Tour 331 (Headphone),2024-11-01,155,1554.09,3.93,26.48,0
Tour 331 (Headphone),2024-12-01,164,1565.28,3.62,22.08,0
Tour 331 (Headphone),2025-01-01,132,1616.45,3.51,27.05,0
Tour 331 (Headphone),2025-02-01,159,1518.54,3.38,25.3,0
Tour 331 (Headphone),2025-03-01,125,1573.17,3.33,5.86,0
Tour 331 (Headphone),2025-04-01,126,1607.7,3.35,25.6,0
Tour 331 (Headphone),2025-05-01,119,1585.48,3.61,3.19,0
Tour 331 (Headphone),2025-06-01,101,1570.88,3.64,20.42,0
Tour 331 (Headphone),2025-07-01,105,1608.91,3.31,19.44,0
Tour 331 (Headphone),2025-08-01,80,1435.33,3.67,2.28,0
Tour 331 (Headphone),2025-09-01,92,1593.77,3.45,5.4,0
Tour 331 (Headphone),2025-10-01,49,1531.35,3.53,-1.1,0
Tour 331 (Headphone),2025-11-01,62,1476.22,3.74,3.5,0
CyberShot 100 (Camera),2021-01-01,48,214.06,4.7,100.0,0
CyberShot 100 (Camera),2021-02-01,70,213.5,4.3,88.69,0
CyberShot 100 (Camera),2021-03-01,54,210.56,4.04,81.51,0
CyberShot 100 (Camera),2021-04-01,74,208.76,4.52,92.53,0
CyberShot 100 (Camera),2021-05-01,87,209.05,4.76,86.63,0
CyberShot 100 (Camera),2021-06-01,121,208.77,4.68,90.41,0
CyberShot 100 (Camera),2021-07-01,159,217.14,4.52,91.72,0
CyberShot 100 (Camera),2021-08-01,180,213.74,4.41,88.38,0
CyberShot 100 (Camera),2021-09-01,170,191.48,4.61,100.0,0
CyberShot 100 (Camera),2021-10-01,182,214.13,4.34,91.43,0
CyberShot 100 (Camera),2021-11-01,161,211.23,4.55,90.03,0
CyberShot 100 (Camera),2021-12-01,194,209.88,4.56,91.08,0
CyberShot 100 (Camera),2022-01-01,204,207.55,4.64,77.55,0
CyberShot 100 (Camera),2022-02-01,221,217.08,4.89,91.58,0
CyberShot 100 (Camera),2022-03-01,241,215.97,4.53,82.57,0
CyberShot 100 (Camera),2022-04-01,251,205.13,4.4,86.59,0
CyberShot 100 (Camera),2022-05-01,242,212.56,4.47,73.19,0
CyberShot 100 (Camera),2022-06-01,297,203.88,4.21,68.61,0
CyberShot 100 (Camera),2022-07-01,283,201.31,4.36,84.0,0
CyberShot 100 (Camera),2022-08-01,303,206.05,4.41,79.7,0
CyberShot 100 (Camera),2022-09-01,334,215.43,4.39,69.55,0
CyberShot 100 (Camera),2022-10-01,293,216.0,4.49,68.57,0
CyberShot 100 (Camera),2022-11-01,273,213.23,4.34,81.33,0
CyberShot 100 (Camera),2022-12-01,310,214.57,4.63,63.92,1
CyberShot 100 (Camera),2023-01-01,335,213.25,4.46,82.53,0
CyberShot 100 (Camera),2023-02-01,351,205.96,4.46,63.52,0
CyberShot 100 (Camera),2023-03-01,307,212.72,4.41,73.09,0
CyberShot 100 (Camera),2023-04-01,337,215.04,4.48,65.11,0
CyberShot 100 (Camera),2023-05-01,323,214.75,4.58,70.43,0
CyberShot 100 (Camera),2023-06-01,329,217.49,4.32,61.19,0
CyberShot 100 (Camera),2023-07-01,371,214.46,4.35,62.65,0
CyberShot 100 (Camera),2023-08-01,310,212.21,4.4,62.87,0
CyberShot 100 (Camera),2023-09-01,337,216.74,4.24,54.36,0
CyberShot 100 (Camera),2023-10-01,342,209.83,4.32,65.36,0
CyberShot 100 (Camera),2023-11-01,352,204.44,4.37,55.37,0
CyberShot 100 (Camera),2023-12-01,338,208.97,4.57,56.16,1
CyberShot 100 (Camera),2024-01-01,342,205.31,4.48,49.59,0
CyberShot 100 (Camera),2024-02-01,333,205.75,4.47,37.41,0
CyberShot 100 (Camera),2024-03-01,344,209.09,4.56,52.8,1
CyberShot 100 (Camera),2024-04-01,335,205.01,4.41,69.82,0
CyberShot 100 (Camera),2024-05-01,351,208.06,4.49,57.22,0
CyberShot 100 (Camera),2024-06-01,337,198.07,4.41,50.38,0
CyberShot 100 (Camera),2024-07-01,349,211.34,4.47,47.47,0
CyberShot 100 (Camera),2024-08-01,344,210.01,4.34,48.26,0
CyberShot 100 (Camera),2024-09-01,362,204.85,4.06,50.73,0
CyberShot 100 (Camera),2024-10-01,346,214.15,4.4,37.42,0
CyberShot 100 (Camera),2024-11-01,321,215.91,4.63,52.28,0
CyberShot 100 (Camera),2024-12-01,367,199.87,4.56,48.28,0
CyberShot 100 (Camera),2025-01-01,336,205.19,4.56,47.1,0
CyberShot 100 (Camera),2025-02-01,341,205.15,4.6,43.93,0
CyberShot 100 (Camera),2025-03-01,343,204.08,4.43,39.79,0
CyberShot 100 (Camera),2025-04-01,373,215.23,4.44,43.16,0
CyberShot 100 (Camera),2025-05-01,321,208.78,4.32,41.38,0
CyberShot 100 (Camera),2025-06-01,402,208.33,4.36,33.56,0
CyberShot 100 (Camera),2025-07-01,371,197.38,4.5,30.81,0
CyberShot 100 (Camera),2025-08-01,360,214.0,4.59,34.33,0
CyberShot 100 (Camera),2025-09-01,357,202.19,4.38,43.26,0
CyberShot 100 (Camera),2025-10-01,363,210.38,4.33,22.53,0
CyberShot 100 (Camera),2025-11-01,367,211.75,4.4,19.73,0
Omen 770 (Monitor),2021-01-01,57,2423.0,3.94,95.38,0
Omen 770 (Monitor),2021-02-01,80,2526.17,4.09,99.57,0
Omen 770 (Monitor),2021-03-01,101,2457.57,4.35,99.14,0
Omen 770 (Monitor),2021-04-01,76,2422.86,4.02,98.53,0
Omen 770 (Monitor),2021-05-01,93,2568.95,4.08,89.77,0
Omen 770 (Monitor),2021-06-01,100,2576.24,4.21,76.74,0
Omen 770 (Monitor),2021-07-01,129,2426.49,4.25,97.41,0
Omen 770 (Monitor),2021-08-01,154,2332.63,4.08,85.18,0
Omen 770 (Monitor),2021-09-01,175,2545.69,4.01,80.86,0
Omen 770 (Monitor),2021-10-01,173,2420.25,4.3,90.11,0
Omen 770 (Monitor),2021-11-01,184,2529.61,4.34,80.88,0
Omen 770 (Monitor),2021-12-01,205,2324.96,4.21,89.4,1
Omen 770 (Monitor),2022-01-01,204,2537.17,4.07,84.66,0
Omen 770 (Monitor),2022-02-01,261,2381.22,3.92,83.49,0
Omen 770 (Monitor),2022-03-01,220,2525.17,3.91,67.51,0
Omen 770 (Monitor),2022-04-01,261,2472.06,4.1,83.91,0
Omen 770 (Monitor),2022-05-01,302,2400.28,4.07,75.62,0
Omen 770 (Monitor),2022-06-01,286,2440.83,4.21,69.57,1
Omen 770 (Monitor),2022-07-01,297,2521.88,4.08,71.52,0
Omen 770 (Monitor),2022-08-01,294,2478.85,3.75,56.45,0
Omen 770 (Monitor),2022-09-01,301,2514.32,4.12,70.1,0
Omen 770 (Monitor),2022-10-01,328,2617.51,3.8,58.4,1
Omen 770 (Monitor),2022-11-01,278,2355.04,3.88,54.5,0
Omen 770 (Monitor),2022-12-01,338,2590.88,3.96,51.67,0
Omen 770 (Monitor),2023-01-01,297,2478.74,4.21,68.48,0
Omen 770 (Monitor),2023-02-01,318,2404.37,4.36,54.65,0
Omen 770 (Monitor),2023-03-01,319,2372.38,3.98,68.15,0
Omen 770 (Monitor),2023-04-01,338,2456.98,3.85,52.03,0
Omen 770 (Monitor),2023-05-01,306,2539.32,3.94,42.19,0
Omen 770 (Monitor),2023-06-01,329,2461.54,3.98,44.68,0
Omen 770 (Monitor),2023-07-01,345,2583.02,3.79,59.51,0
Omen 770 (Monitor),2023-08-01,287,2363.42,4.1,48.13,0
Omen 770 (Monitor),2023-09-01,302,2470.1,3.85,43.75,0
Omen 770 (Monitor),2023-10-01,282,2378.16,3.88,47.07,0
Omen 770 (Monitor),2023-11-01,291,2497.96,3.89,47.82,0
Omen 770 (Monitor),2023-12-01,278,2536.74,3.84,50.49,0
Omen 770 (Monitor),2024-01-01,260,2439.81,3.89,51.17,0
Omen 770 (Monitor),2024-02-01,270,2277.95,3.66,36.88,0
Omen 770 (Monitor),2024-03-01,282,2485.75,3.66,28.48,0
Omen 770 (Monitor),2024-04-01,245,2503.38,3.56,33.23,0
Omen 770 (Monitor),2024-05-01,251,2500.97,3.78,36.3,0
Omen 770 (Monitor),2024-06-01,213,2562.61,3.82,26.1,0
Omen 770 (Monitor),2024-07-01,211,2391.6,3.76,24.51,0
Omen 770 (Monitor),2024-08-01,225,2521.42,3.93,31.98,0
Omen 770 (Monitor),2024-09-01,232,2559.4,3.67,27.59,0
Omen 770 (Monitor),2024-10-01,208,2339.15,3.76,26.52,0
Omen 770 (Monitor),2024-11-01,190,2494.7,3.48,19.35,0
Omen 770 (Monitor),2024-12-01,188,2433.63,3.57,21.4,0
Omen 770 (Monitor),2025-01-01,161,2464.96,3.73,14.91,0
Omen 770 (Monitor),2025-02-01,182,2496.77,3.74,25.97,0
Omen 770 (Monitor),2025-03-01,178,2434.88,3.55,25.35,0
Omen 770 (Monitor),2025-04-01,151,2420.91,3.57,3.54,0
Omen 770 (Monitor),2025-05-01,143,2473.53,3.34,8.32,0
Omen 770 (Monitor),2025-06-01,147,2390.4,3.51,2.71,0
Omen 770 (Monitor),2025-07-01,129,2390.51,3.68,7.0,0
Omen 770 (Monitor),2025-08-01,127,2521.36,3.62,9.33,0
Omen 770 (Monitor),2025-09-01,152,2385.84,3.6,-1.87,0
Omen 770 (Monitor),2025-10-01,109,2520.39,3.52,0.18,0
Omen 770 (Monitor),2025-11-01,100,2505.29,3.5,-2.03,0
Odyssey 192 (Monitor),2021-01-01,50,1035.13,4.22,89.7,0
Odyssey 192 (Monitor),2021-02-01,60,1059.63,4.25,97.05,0
Odyssey 192 (Monitor),2021-03-01,72,1034.49,3.86,92.4,0
Odyssey 192 (Monitor),2021-04-01,67,1042.83,4.38,98.71,0
Odyssey 192 (Monitor),2021-05-01,103,1023.32,4.35,91.47,0
Odyssey 192 (Monitor),2021-06-01,126,1089.31,3.79,97.84,0
Odyssey 192 (Monitor),2021-07-01,127,1003.38,4.29,96.95,0
Odyssey 192 (Monitor),2021-08-01,153,1013.29,4.27,87.07,0
Odyssey 192 (Monitor),2021-09-01,148,1019.71,4.1,96.55,0
Odyssey 192 (Monitor),2021-10-01,172,1051.85,3.9,87.14,0
Odyssey 192 (Monitor),2021-11-01,193,1002.74,4.23,94.21,0
Odyssey 192 (Monitor),2021-12-01,205,1039.21,4.03,91.76,0
Odyssey 192 (Monitor),2022-01-01,192,1040.12,4.14,83.25,0
Odyssey 192 (Monitor),2022-02-01,223,1013.44,4.38,83.96,0
Odyssey 192 (Monitor),2022-03-01,269,1045.25,4.07,81.44,0
Odyssey 192 (Monitor),2022-04-01,250,1003.71,3.88,67.42,0
Odyssey 192 (Monitor),2022-05-01,272,1000.31,3.96,74.19,0
Odyssey 192 (Monitor),2022-06-01,284,1038.09,3.88,79.67,0
Odyssey 192 (Monitor),2022-07-01,323,983.46,4.05,81.2,0
Odyssey 192 (Monitor),2022-08-01,319,968.4,3.85,63.83,0
Odyssey 192 (Monitor),2022-09-01,315,1051.54,3.89,70.94,0
Odyssey 192 (Monitor),2022-10-01,292,1067.57,3.75,66.66,1
Odyssey 192 (Monitor),2022-11-01,316,1020.51,3.91,63.14,0
Odyssey 192 (Monitor),2022-12-01,323,1014.26,3.95,64.82,0
Odyssey 192 (Monitor),2023-01-01,308,1066.22,3.51,62.22,0
Odyssey 192 (Monitor),2023-02-01,309,999.43,3.94,62.84,0
Odyssey 192 (Monitor),2023-03-01,351,992.67,3.88,67.51,0
Odyssey 192 (Monitor),2023-04-01,325,1056.97,3.76,61.26,0
Odyssey 192 (Monitor),2023-05-01,354,1035.28,4.17,56.31,0
Odyssey 192 (Monitor),2023-06-01,337,1068.06,3.99,65.55,0
Odyssey 192 (Monitor),2023-07-01,320,968.54,3.67,58.63,0
Odyssey 192 (Monitor),2023-08-01,313,991.51,3.95,48.58,0
Odyssey 192 (Monitor),2023-09-01,277,1035.45,4.0,39.07,0
Odyssey 192 (Monitor),2023-10-01,293,1047.97,3.82,39.03,0
Odyssey 192 (Monitor),2023-11-01,304,1061.3,3.84,50.84,0
Odyssey 192 (Monitor),2023-12-01,285,1040.43,3.83,38.26,0
Odyssey 192 (Monitor),2024-01-01,269,1040.11,3.45,33.98,0
Odyssey 192 (Monitor),2024-02-01,284,1022.91,3.73,34.09,0
Odyssey 192 (Monitor),2024-03-01,248,1084.4,3.71,32.95,0
Odyssey 192 (Monitor),2024-04-01,234,1000.75,3.94,42.08,1
Odyssey 192 (Monitor),2024-05-01,237,1046.15,3.77,33.39,0
Odyssey 192 (Monitor),2024-06-01,239,1004.33,3.66,23.24,0
Odyssey 192 (Monitor),2024-07-01,194,1051.6,3.68,31.42,0
Odyssey 192 (Monitor),2024-08-01,216,1002.8,3.83,31.12,0
Odyssey 192 (Monitor),2024-09-01,216,1058.1,3.64,24.58,0
Odyssey 192 (Monitor),2024-10-01,192,1038.48,3.55,34.38,0
Odyssey 192 (Monitor),2024-11-01,205,1089.17,3.6,21.71,0
Odyssey 192 (Monitor),2024-12-01,190,1026.27,3.77,30.78,0
Odyssey 192 (Monitor),2025-01-01,204,1048.2,3.7,25.56,0
Odyssey 192 (Monitor),2025-02-01,153,1010.79,3.62,26.23,0
Odyssey 192 (Monitor),2025-03-01,169,1026.06,3.63,10.41,1
Odyssey 192 (Monitor),2025-04-01,133,1038.28,3.5,17.15,0
Odyssey 192 (Monitor),2025-05-01,116,987.58,3.54,14.46,0
Odyssey 192 (Monitor),2025-06-01,102,990.98,3.46,3.24,0
Odyssey 192 (Monitor),2025-07-01,133,1053.63,3.5,19.29,0
Odyssey 192 (Monitor),2025-08-01,120,1030.46,3.74,4.19,0
Odyssey 192 (Monitor),2025-09-01,102,1016.59,3.36,4.01,0
Odyssey 192 (Monitor),2025-10-01,75,1012.12,3.41,-0.46,0
Odyssey 192 (Monitor),2025-11-01,83,1013.31,3.31,9.91,0
iPad 460 (Tablet),2021-01-01,34,100.38,4.64,93.79,0
iPad 460 (Tablet),2021-02-01,60,106.32,4.42,100.0,0
iPad 460 (Tablet),2021-03-01,77,105.77,4.48,100.0,0
iPad 460 (Tablet),2021-04-01,89,99.59,4.4,91.92,0
iPad 460 (Tablet),2021-05-01,110,100.54,4.75,98.38,0
iPad 460 (Tablet),2021-06-01,140,100.78,4.44,79.36,0
iPad 460 (Tablet),2021-07-01,149,99.63,4.76,88.67,0
iPad 460 (Tablet),2021-08-01,127,101.59,4.61,91.33,0
iPad 460 (Tablet),2021-09-01,170,98.7,4.56,83.98,0
iPad 460 (Tablet),2021-10-01,194,97.57,4.54,82.58,0
iPad 460 (Tablet),2021-11-01,194,102.89,4.54,83.26,0
iPad 460 (Tablet),2021-12-01,219,102.91,4.19,88.77,0
iPad 460 (Tablet),2022-01-01,246,98.56,4.44,84.21,0
iPad 460 (Tablet),2022-02-01,245,103.71,4.6,68.64,0
iPad 460 (Tablet),2022-03-01,248,99.09,4.47,68.26,0
iPad 460 (Tablet),2022-04-01,274,101.77,4.26,77.65,0
iPad 460 (Tablet),2022-05-01,274,103.49,4.46,83.89,0
iPad 460 (Tablet),2022-06-01,286,100.9,4.73,60.25,0
iPad 460 (Tablet),2022-07-01,294,102.38,4.66,74.78,0
iPad 460 (Tablet),2022-08-01,323,99.44,4.46,73.39,0
iPad 460 (Tablet),2022-09-01,291,100.4,4.61,85.58,0
iPad 460 (Tablet),2022-10-01,330,100.38,4.41,71.96,0
iPad 460 (Tablet),2022-11-01,318,98.74,4.21,76.13,0
iPad 460 (Tablet),2022-12-01,294,100.46,4.32,73.23,0
iPad 460 (Tablet),2023-01-01,324,96.31,4.69,56.12,0
iPad 460 (Tablet),2023-02-01,290,99.51,4.42,75.21,0
iPad 460 (Tablet),2023-03-01,335,100.14,4.42,70.13,0
